OID_,PATH,ROW,PR,h,v
1070,25,23,025023,21,0
1071,25,24,025024,20,0
1072,25,24,025024,20,1
1073,25,24,025024,21,0
1074,25,24,025024,21,1
1075,25,25,025025,20,1
1076,25,25,025025,20,2
1077,25,25,025025,21,1
1078,25,25,025025,21,2
1079,25,26,025026,19,2
1080,25,26,025026,19,3
1081,25,26,025026,20,2
1082,25,26,025026,20,3
1083,25,26,025026,21,2
1084,25,26,025026,21,3
1085,25,27,025027,19,3
1086,25,27,025027,19,4
1087,25,27,025027,20,3
1088,25,27,025027,20,4
1089,25,27,025027,21,3
1090,25,27,025027,21,4
1091,25,28,025028,19,4
1092,25,28,025028,19,5
1093,25,28,025028,20,4
1094,25,28,025028,20,5
1095,25,29,025029,19,5
1096,25,29,025029,19,6
1097,25,29,025029,20,5
1098,25,29,025029,20,6
1099,25,30,025030,19,6
1100,25,30,025030,19,7
1101,25,30,025030,20,6
1102,25,30,025030,20,7
1103,25,31,025031,18,8
1104,25,31,025031,19,7
1105,25,31,025031,19,8
1106,25,31,025031,20,7
1107,25,31,025031,20,8
1108,25,32,025032,18,8
1109,25,32,025032,18,9
1110,25,32,025032,19,8
1111,25,32,025032,19,9
1112,25,32,025032,20,8
1113,25,32,025032,20,9
1114,25,33,025033,18,9
1115,25,33,025033,18,10
1116,25,33,025033,19,9
1117,25,33,025033,19,10
1118,25,34,025034,18,10
1119,25,34,025034,18,11
1120,25,34,025034,19,10
1121,25,34,025034,19,11
1122,25,34,025034,19,12
1123,25,35,025035,18,11
1124,25,35,025035,18,12
1125,25,35,025035,18,13
1126,25,35,025035,19,11
1127,25,35,025035,19,12
1128,25,35,025035,19,13
1129,25,36,025036,17,13
1130,25,36,025036,17,14
1131,25,36,025036,18,12
1132,25,36,025036,18,13
1133,25,36,025036,18,14
1134,25,36,025036,19,13
1135,25,36,025036,19,14
1136,25,37,025037,17,13
1137,25,37,025037,17,14
1138,25,37,025037,17,15
1139,25,37,025037,18,13
1140,25,37,025037,18,14
1141,25,37,025037,18,15
1142,25,37,025037,19,14
1143,25,38,025038,17,15
1144,25,38,025038,17,16
1145,25,38,025038,18,15
1146,25,38,025038,18,16
1147,25,39,025039,17,16
1148,25,39,025039,17,17
1149,25,39,025039,18,16
1150,25,39,025039,18,17
1151,25,40,025040,16,17
1152,25,40,025040,16,18
1153,25,40,025040,17,17
1154,25,40,025040,17,18
1155,25,40,025040,18,17
1156,25,40,025040,18,18
1157,25,41,025041,16,18
1158,25,41,025041,16,19
1159,25,41,025041,17,18
1160,25,41,025041,17,19
1161,25,41,025041,18,18
1162,25,41,025041,18,19
1163,25,42,025042,16,19
1164,25,42,025042,16,20
1165,25,42,025042,17,19
1166,25,42,025042,17,20
1167,25,43,025043,16,20
1168,25,43,025043,17,20
1169,25,43,025043,17,21
1170,25,43,025043,16,21
1171,25,44,025044,17,21
1172,25,44,025044,16,21
1173,41,23,041023,10,0
1174,41,24,041024,8,0
1175,41,24,041024,9,0
1176,41,24,041024,10,0
1177,41,25,041025,8,0
1178,41,25,041025,8,1
1179,41,25,041025,9,0
1180,41,25,041025,9,1
1181,41,26,041026,7,1
1182,41,26,041026,7,2
1183,41,26,041026,8,1
1184,41,26,041026,8,2
1185,41,26,041026,9,1
1186,41,26,041026,9,2
1187,41,27,041027,7,2
1188,41,27,041027,7,3
1189,41,27,041027,8,2
1190,41,27,041027,8,3
1191,41,28,041028,6,3
1192,41,28,041028,6,4
1193,41,28,041028,7,3
1194,41,28,041028,7,4
1195,41,28,041028,8,3
1196,41,28,041028,8,4
1197,41,29,041029,6,4
1198,41,29,041029,6,5
1199,41,29,041029,7,4
1200,41,29,041029,7,5
1201,41,30,041030,5,5
1202,41,30,041030,5,6
1203,41,30,041030,6,5
1204,41,30,041030,6,6
1205,41,30,041030,7,5
1206,41,30,041030,7,6
1207,41,31,041031,5,6
1208,41,31,041031,5,7
1209,41,31,041031,6,6
1210,41,31,041031,6,7
1211,41,32,041032,4,7
1212,41,32,041032,4,8
1213,41,32,041032,5,7
1214,41,32,041032,5,8
1215,41,32,041032,6,7
1216,41,32,041032,6,8
1217,41,33,041033,4,8
1218,41,33,041033,4,9
1219,41,33,041033,5,8
1220,41,33,041033,5,9
1221,41,34,041034,3,9
1222,41,34,041034,3,10
1223,41,34,041034,4,9
1224,41,34,041034,4,10
1225,41,34,041034,5,9
1226,41,34,041034,5,10
1227,41,35,041035,3,10
1228,41,35,041035,3,11
1229,41,35,041035,4,10
1230,41,35,041035,4,11
1231,41,36,041036,2,11
1232,41,36,041036,2,12
1233,41,36,041036,3,11
1234,41,36,041036,3,12
1235,41,36,041036,4,11
1236,41,36,041036,4,12
1237,41,37,041037,2,12
1238,41,37,041037,2,13
1239,41,37,041037,3,12
1240,41,37,041037,3,13
1241,41,37,041037,4,12
1242,41,38,041038,2,13
1243,41,38,041038,2,14
1244,41,38,041038,3,13
1245,41,38,041038,3,14
1246,41,38,041038,1,13
1247,41,38,041038,1,14
1248,41,39,041039,2,14
1249,41,39,041039,2,15
1250,41,39,041039,3,14
1251,41,39,041039,1,14
1252,41,39,041039,1,15
1253,41,40,041040,2,15
1254,41,40,041040,2,16
1255,41,40,041040,1,15
1256,41,40,041040,1,16
1257,41,40,041040,0,15
1258,41,40,041040,0,16
1259,41,41,041041,2,16
1260,41,41,041041,1,16
1261,41,41,041041,1,17
1262,41,41,041041,0,16
1263,41,41,041041,0,17
1264,41,42,041042,1,17
1265,41,42,041042,1,18
1266,41,42,041042,0,17
1267,41,42,041042,0,18
1268,41,43,041043,1,18
1269,41,43,041043,0,18
1270,41,43,041043,0,19
1271,41,44,041044,0,19
1272,41,44,041044,0,20
1273,41,45,041045,0,20
1274,16,24,016024,26,0
1275,16,24,016024,27,0
1276,16,24,016024,28,0
1277,16,25,016025,26,0
1278,16,25,016025,26,1
1279,16,25,016025,27,0
1280,16,25,016025,27,1
1281,16,25,016025,28,0
1282,16,25,016025,28,1
1283,16,26,016026,26,1
1284,16,26,016026,26,2
1285,16,26,016026,27,1
1286,16,26,016026,27,2
1287,16,26,016026,28,1
1288,16,26,016026,28,2
1289,16,27,016027,26,2
1290,16,27,016027,26,3
1291,16,27,016027,27,2
1292,16,27,016027,27,3
1293,16,27,016027,28,2
1294,16,27,016027,28,3
1295,16,28,016028,26,3
1296,16,28,016028,26,4
1297,16,28,016028,27,3
1298,16,28,016028,27,4
1299,16,29,016029,26,4
1300,16,29,016029,26,5
1301,16,29,016029,27,4
1302,16,29,016029,27,5
1303,16,30,016030,26,5
1304,16,30,016030,26,6
1305,16,30,016030,27,5
1306,16,30,016030,27,6
1307,16,31,016031,26,6
1308,16,31,016031,26,7
1309,16,31,016031,27,6
1310,16,31,016031,27,7
1311,16,32,016032,26,7
1312,16,32,016032,26,8
1313,16,32,016032,27,7
1314,16,32,016032,27,8
1315,16,33,016033,26,8
1316,16,33,016033,26,9
1317,16,33,016033,27,8
1318,16,33,016033,27,9
1319,16,34,016034,26,9
1320,16,34,016034,26,10
1321,16,34,016034,26,11
1322,16,34,016034,27,9
1323,16,34,016034,27,10
1324,16,34,016034,27,11
1325,16,35,016035,26,11
1326,16,35,016035,26,12
1327,16,35,016035,27,11
1328,16,35,016035,27,12
1329,16,36,016036,26,12
1330,16,36,016036,26,13
1331,16,36,016036,27,12
1332,16,36,016036,27,13
1333,16,37,016037,26,13
1334,16,37,016037,26,14
1335,16,37,016037,27,13
1336,16,37,016037,27,14
1337,16,38,016038,26,14
1338,16,38,016038,26,15
1339,16,38,016038,27,14
1340,16,38,016038,27,15
1341,16,39,016039,26,15
1342,16,39,016039,26,16
1343,16,39,016039,27,15
1344,16,39,016039,27,16
1345,16,40,016040,26,16
1346,16,40,016040,26,17
1347,16,40,016040,27,16
1348,16,40,016040,27,17
1349,16,41,016041,25,17
1350,16,41,016041,25,18
1351,16,41,016041,26,17
1352,16,41,016041,26,18
1353,16,41,016041,27,17
1354,16,41,016041,27,18
1355,16,42,016042,25,18
1356,16,42,016042,25,19
1357,16,42,016042,26,18
1358,16,42,016042,26,19
1359,16,42,016042,27,18
1360,16,42,016042,27,19
1361,16,43,016043,25,19
1362,16,43,016043,25,20
1363,16,43,016043,26,19
1364,16,43,016043,26,20
1365,16,43,016043,27,19
1366,16,43,016043,27,20
1367,16,44,016044,25,20
1368,16,44,016044,26,20
